verbatimRecordedByID	recordedByLastName	recordedBy	recordedByID
POTTG	Potts	Potts George	""
DETIE	Detilleux	Detilleux E.	http://www.wikidata.org/entity/Q62990313
HOLMJ	Holmes	Holmes J.	""
KOTZC	Kotze	Kotze C.C.	""
LADU1	Ladurantie	Ladurantie	""
SEYDR	Seydel	Seydel R.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/39b2aea5-c9cb-4530-8620-cc001e1e5651
FLEG	Flegel	Flegel D.	""
ROTHLU	Roth	Roth Luiz	""
T963	Toussaint	Toussaint C.	""
HSSKNC	Haussknecht	Haussknecht C.	""
CDNPT	Coudenberg	Coudenberg P.	""
SAVIP	Savi	Savi P.	""
KJELG	Kjellmert	Kjellmert Gösta	""
D133	De Arozarena	De Arozarena	""
M050	Moore	Moore C.T.	""
M049	Moldenke	Moldenke H.N.	https://viaf.org/viaf/49197946/
KANTJ	Kantikamna	Kantikamna J.	""
LEONJ1	Léonard	Léonard J.	https://viaf.org/viaf/100309112/
BRUNM1	Brunt	Brunt M.A.	""
UNYIA	Unyimadu	Unyimadu A.G.	""
MWAN12	Mwangoka$Charles$Zuakuu	Mwangoka M.A., Charles M. & Zuakuu T.	""
MAXW1	Maxwell	Maxwell	""
HRSWLK	Harris$Walker	Harris B.J.& Walker I.	""
CANTP	Cantó	Cantó P.	""
TSRNEAJD	Stévart$Niangadouma$Akouangou$De Dieu Kaparidi	Stévart T., Niangadouma R., Akouangou E. & De Dieu Kaparidi J.	""
J006	Jaap	Jaap O.	""
GUSTG	Gustin	Gustin G.	""
C209	Coget	Coget T.	""
PEELC	Peeler	Peeler C.H.	""
PIERH	Pierret	Pierret H.	""
RMGNG	Muganga	Muganga R.	""
MORRE	Morren	Morren Ed.	""
B111	Baker	Baker C.F.	""
CMNHE	Coemans	Coemans H.E.L.G.	https://viaf.org/viaf/121776365/
GRNTRN	Greenway$Turner	Greenway P. & Turner M.	""
PRSS	Press	Press J.R.	""
M155	Martens	Martens P.	https://viaf.org/viaf/19760411/
FRII06	Friis$Bidgood$Wondefrash$Ayana$Semon	Friis I., Bidgood S., Wondefrash M., Ayana A. & Semon F.	""
MBELJ	Malato-Beliz	Malato-Beliz J.	""
POTT1	Potter	Potter	""
BURZ1	Burzlaff	Burzlaff	""
OLOF1	Olof = Oldfield	Olof = Oldfield	""
P225	Perrot	Perrot Fr.	""
J111	Werner	Werner J.	""
JEPSW	Jepson	Jepson W.L.	""
KIENC	Kiener	Kiener C.	""
MATHOJ	Mathot	Mathot J.	""
SKOTE	Skotte	Skotte E.V.	""
VTC	von Trinius	von Trinius C.B.	""
V085	Vitt	Vitt D.H.	""
R034	Rost	Rost	""
F003	Floy	Floy N.	""
D043	Durieu de Maisonneuve	Durieu de Maisonneuve M.C.	https://www.ipni.org/ipni/idAuthorSearch.do?id=2406-1
DGOBG	Dargent$Bell	Dargent O. & Bell G.	""
PETEW	Peters	Peters W.C.H.	""
PAROG	Paroisse	Paroisse Georges	""
FRAHMJP	Frahm	Frahm J.-P.	""
VANDA	Vandevelde	Vandevelde Al.	""
TINDM	Tindale	Tindale Mary Douglas	""
SEKI	Seki	Seki T.	""
ANDCH	Andreas	Andreas C.H.	""
L064	Lever	Lever Bros	""
HAEGBRET	Haegens$Breteler	Haegens R. & Breteler F.J.	""
HLLMFL	Lyon$Lyon	Lyon H.L. & Lyon M.F.	""
IMBAL	Imbault	Imbault L.	""
JOHNF	Johnson	Johnson F.W.	""
S006	Soyer	Soyer D.	http://www.wikidata.org/entity/Q62990273
TRILH	Trilles	Trilles H.	""
SEYAJ	Seyani	Seyani J.H.	""
JOHNS	Johnson	Johnson S.	""
B789	Bernaeys	Bernaeys E.	""
KARE01	Kårehed$Razafimandimbison$Bremer	Kårehed J., Razafimandimbison S. & Bremer H.	""
MYREM	Myre	Myre M.	""
PEDIN1	Pedicino	Pedicino N.A.	https://viaf.org/viaf/301017246
DVRBW	de Vries	de Vries B.W.L.	""
ROSED	Rosevear	Rosevear D.R.	""
DUFOL	Dufour	Dufour L.	""
JENKF	Jenkins	Jenkins F.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/823ddc3b-c257-4e9e-8c7b-3d9c3153e125
WRNGPM	Wieringa$Epoma	Wieringa J.J. & Epoma J.B.	""
E958	Etayo	Etayo J.	""
CHRAEL	Charif$Aellen$Aellen	Charif G., Aellen P. & Aellen Y.	""
HGGBB	Higgins	Higgins B.B.	""
ANDER	Anderson	Anderson R.H.	""
AVASD	Avasthi	Avasthi D.D.	""
DLR	De Litardière	De Litardière René	""
F058	Filson	Filson	""
V040	Vanheelvelde	Vanheelvelde	""
N003	Nelson	Nelson D.G.	""
A065	Admir	Admir J.G.	""
V039	Verbeken$Fraiture$Walleyn	Verbeken A., Fraiture A. & Walleyn R.	""
FEIGE01	Feige	Feige G.B.	""
BEDEL	Bédel	Bédel L.	""
STEYBRAU	Steyermark$Braun	Steyermark J.A. & Braun A.	""
WILLR2	Williams	Williams R.O.	""
V601	Vanderpoorten	Vanderpoorten A.	""
SLZL	Silva$Zelma	Silva J.M. & Zelma F.J.	""
KHTV	Khan$Tebbs$Vickery	Khan, Tebbs & Vickery	""
ALBR	Albrechtsen	Mrs. Albrechtsen	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/93517b78-75ba-487a-81e0-bb507321e9e5
O945	Oberwinkler$Vanky	Oberwinkler F. & Vanky K.	""
KABAM12	Ngombe Kabamba Navege	Ngombe Kabamba Navege	""
MAYEC	Mayer	Mayer C.J.	""
D061	Delhez	Delhez	""
P045	Pienaar	Pienaar P.J.	""
VHLFDC	Verbruggen$Leliaert$De Clerck	Verbruggen H., Leliaert F. & De Clerck O.	""
MERID	Meridith	Meridith D.	""
MONTD	Monticelli	Monticelli D.	""
K087	Kurokawa	Kurokawa Syo	""
S224	Schumm	Schumm	https://www.ipni.org/ipni/idAuthorSearch.do?id=20002286-1
TAPA	Tawakali$Patel	Tawakali E.J. & Patel I.H.	""
RONVF	Ronveaux	Ronveaux F.	""
FOUC1	Foucaud	Foucaud J.	""
FISH1	Fisher	Fisher	""
KERS	Kersting	Kersting	""
GOET01	Goetsbloets	Goetsbloets M.	""
I321	Iltis	Iltis A.	https://viaf.org/viaf/7478506/
VCG001	Van Cappellen	Van Cappellen G.	""
L011	Ludwig	Ludwig A.	""
REIFR	Reinecke	Reinecke Franz	""
DEKIM	De Kimpe	De Kimpe	""
KANUK	Kanu	Kanu K.M.T.	""
MCCOR	McCormick	McCormick Robert	""
MALYK	Maly	Maly Karl	""
BOULGIFR	Boulos$Gifri$Saeed$Hussein	Boulos Loutfy, Gifri A.N. & Saeed W. & Hussein M.A.	""
LOREP	Lorentz	Lorentz P.G.	""
CORNJ	Cornet	Cornet J.	""
HARRPOCS	Harris$Pócs$Mapunda$Csontos$Csontos	Harris B.J., Pócs T., Mapunda W.J., Csontos P. & Csontos K.	""
MARTE1	Sampaio Martins	Sampaio Martins E.	""
PHILM	Phillip	Phillip M.S.	""
KERKH	Kerkhofs	Mlle. Kerkhofs	""
BRAN11	Brannan	Brannan	""
SMTWD	Smith$Wood	Smith C.E. (Jr.) & Wood D.	""
HUXLP	Huxley	Huxley P.	""
DRPAC	De Rey-Pailhade	De Rey-Pailhade C.	""
BOWM	Bowman	Bowman Edward	""
L212	Léandri	Léandri J.	https://viaf.org/viaf/187530398/
CUCC01	Cuccuini$Luccioli	Cuccuini P. & Luccioli E.	""
R054	Ramlogin	Ramlogin H.	""
GWYPJ	Greenway	Greenway P.	https://viaf.org/viaf/219630510/
DESCB	Descoings	Descoings B.	https://viaf.org/viaf/199875074/
THOM	Thomson	Thomson A.P.	""
W072	Wolf$Swaan$Den Hollander	Wolf Jan, Swaan H. & Den Hollander D.	""
BAURR	Baur	Baur R.	""
MILLR	Miller	Miller R.G.	""
PRANPENN	Prance$Pennington$Leppard$Monteiro$Ramos	Prance G.T., Pennington T.D., Leppard M., Monteiro O.P. & Ramos J.F.	""
AKER02	Akeroyd$Jury	Akeroyd J. & Jury S.	""
V036	Van Rhynsdorp	Van Rhynsdorp	""
MUNDMAIR	Mund$Maire	Mund J.L.L. & Maire L.	""
B433	Bayliss	Bayliss Julian	http://www.wikidata.org/entity/Q50326308
GENCF	Genco	Genco F.	http://www.wikidata.org/entity/Q62990405
HTCRV	Hatschbach$Cervi	Hatschbach G. & Cervi A.C.	""
LAFELAFE	Laferrère$Laferrère	Laferrère & Laferrère	""
BRISS	Brisson	Brisson Samuel	""
BALLJ	Ball	Ball J.	https://www.ipni.org/ipni/idAuthorSearch.do?id=428-1
HSMJM	Huisman	Huisman J.	""
TURNB	Turner	Turner B.J.	""
HINN1	Hinneberg	Hinneberg	""
ADRJC	Audru	Audru J.	""
TAQUTAQU	Taquet$Taquet	Taquet E.J. & Taquet T.	""
HUCKM	Hucks	Hucks M.	""
LUKE07	Luke$Kibure$Nacamo	Luke Q., Kibure O. & Nacamo E.	""
NDWNK	Ndenge Wankala	Ndenge Wankala	""
RGRDJ	Rogers	Rogers D.J.	""
BXSRB	Boxus	Boxus R.	""
ESSEJ	Esseira	Esseira J.	""
HILLF	Hill	Hill F.L.	""
MELIBARK	Melis$Barklay	Melis L.O. & Barklay F.A.	""
KNEUJ	Kneucker	Kneucker J.A.	""
VDBO01	Van den Bosch	Van den Bosch	""
PERESARM	Pereira$Sarmento$Marques	Pereira Ã., Sarmento A. & Marques A.	""
CNDR01	De Canidri	De Canidri P.	""
DDRR	De Block$Dessein$Rakotonasolo$Randriamboavonjy	De Block P., Dessein S., Rakotonasolo F. & Randriamboavonjy	""
BERNC	Bernoulli	Bernouilli C.G.	https://www.ipni.org/ipni/idAuthorSearch.do?id=715-1
BRUNM	Brunt	Brunt M.	""
DAVIST	Davister	Davister B.	""
BELVJ	Belvin	Belvin Jimmy	""
PIERJ1	Pierre	Pierre J.B.L.	""
GDCA	Goltz de Carvalho	Goltz de Carvalho A.	""
JEANH	Jeanpert	Jeanpert H.E.	https://www.ipni.org/ipni/idAuthorSearch.do?id=4451-1
PRSEG	Paris	Paris E.G.	""
BLPWRB	Ballings$Würsten	Ballings P. & Würsten B.	""
B987	Bijlsma	Bijlsma R.J.	https://www.ipni.org/ipni/idAuthorSearch.do?id=16129-1
GILL02	Gillett$Burtt	Gillett J.B. & Burtt B.L.	""
KAYO01	Kayombo$Giliba$Maguhako$Lebahati	Kayombo C.J., Giliba R.A., Maguhako J. & Lebahati	""
RICAG	Rican	Rican G.	""
C087	Comes$Costescu	Comes I. & Costescu M.	""
SCHLF	Schlechter	Schlechter R.	https://viaf.org/viaf/69013610/
VDBUH	Van den Burg	Van den Burg H.C.	""
HARD04	Harder$Zimba$Luwiika	Harder D.K., Zimba N. & Luwiika B.	""
GNTRBNF	Gentry$Bonifaz	Gentry Al & Bonifaz Carmen	""
JOHAS	Johansson	Johansson Sigfrid	""
NSBRN	Nusbaumer$Ranirison	L. Nusbaumer & P. Ranirison	""
SLEUVINK	Sleumer$Vink	Sleumer H. & Vink W.	""
WHITGARW	Whitefoord$Garwood$Persson	Whitefoord Caroline, Garwood Nancy C. & Persson Viveca	""
LADEM	Ladero	Ladero M.	""
OSTE02	Osterhout$Densmore	Osterhout W. & Densmore H.	""
F070	Frappier	Frappier	""
F069	Farjon	Farjon A. K.	""
LOWR02	Lowry$Schatz	Lowry P.P. & Schatz G.	""
WITTW	Witte	Witte William H.	""
CLAVA1	Clavé	Clavé A.	""
D864	Dèspréaux	Dèspréaux J.M.	""
KRALJ	Kralik	Kralik J.-L.	https://www.ipni.org/ipni/idAuthorSearch.do?id=5019-1
PPPEF	Poeppig	Poeppig E.F.	https://viaf.org/viaf/168146998502618941831/
A751	Anderegg	Anderegg D.E.	""
COUDJ	Coudray	Coudray J.	""
BOLOG	Bolognini	Bolognini G.	""
HOSCJ	Hoschedé	Hoschedé J.-P.	""
CHAPA	Chapman	Chapman A.W.	""
NAEMA	Naemi	Naemi A.M.	""
DBLO05	De Block$Stieperaere$Muasya	De Block P., Stieperaere H. & Muasya A.M.	""
VERD05	Verdcourt$Lucas	Verdcourt B. & Lucas G.G.	""
MCQ1	Mc Connell$Quelch	Mc Connell & Quelch	""
MAYFM	Mayfield	Mayfield Mark	""
JOHMCK	Johnson$McKee	Johnson L.A.S. & McKee H. S.	""
J020	Jones	Jones M.E.	https://viaf.org/viaf/3781189/
J019	Zelia$Moulinié$Jeffrey	Jeffrey, Moulinié & Zelia	""
FRIIHOUN	Friis$Hounde$Jacobsen	Friis I., Hounde A. & Jacobsen K.	""
BRWSSM	Bradley$Walters$Essouma$Mbaniboua	Bradley A.F., Walters G.M., Essouma G.N. & Mbaniboua A.	""
SALE	Sandberg$Leiberg	Sandberg J.H. & Leiberg J.B.	""
ALEJJ	Alejandre	Alejandre J.A.	""
ERIK1	Erikson	Erikson	""
RSLHN	Rusillon	Rusillon H.	""
SHANW	Shannon	Shannon William Cummings	https://www.ipni.org/ipni/idAuthorSearch.do?id=9538-1
VANDN	Vandevelde	Vandevelde N.	""
ADEV	Devos	Devos A.	""
PEGLA	Pegler	Pegler A.M.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/8df08c51-8281-4bd5-9338-c31ed738a81b
RUSC1	Rusch	Rusch	""
BROUM	Brouwers	Brouwers M.	""
RZFKO	Razafindrakoto	Razafindrakoto F.	""
GRNDA	Grandidier	Grandidier A.	""
REAH	Rea	Rea H.J.A.	""
HEDBK	Hedberg	Hedberg K.O.	https://viaf.org/viaf/215914013/
MOTT1	Motteau	Motteau	""
FADEFADE2	Faden$Faden$Ngweno	Faden R.B., Faden A.J. & Ngweno F.	""
DVDGL	Davidse$Gentry$Llanos	Davidse G., Gentry A.H. & Llanos F.	""
VNOJN	Van Onacker	Van Onacker J.	""
HAPEH	Hapeman	Hapeman Harry	""
RANA02	Ranarivelo$Rakotoarinivo$Razanatsoa$Rajaonarison	Ranarivelo T., Rakotoarinivo M., Razanatsoa H. & Rajaonarison R.	""
VDBK	Van de Beek	Van de Beek A.	""
HUZH	Zhong-Hui	Zhong-Hui H.	""
HOCH1	Hoch	Hoch	""
M188	Mboma$Sonké$Lejoly$Boupoya	Mboma, Sonké B., Lejoly J. & Boupoya	""
L028	Lock	Lock J.M.	""
LEAA	Lea	Lea A.	""
ORGEJ	Orgenes	Orgenes John	""
C254	Chown	Chown S.L.	""
AUBO1	Aubouy	Aubouy A.	""
HAMPR	Hampshire	Hampshire R.J.	""
N990	Nádvorník	Nádvorník J.	http://www.wikidata.org/entity/Q21339575
W023	von Wettstein von Westersheim	von Wettstein R.	""
VROUT	Vroumsia	Vroumsia T.	""
MAVIS	Mavi	Mavi S.	""
PEETJ	Peeters	Peeters J.	""
CAREC	Carême	Carême C.	http://www.wikidata.org/entity/Q62990468
OLOR01	Olorunfemi$Adebusuyi	Olorunfemi J. & Adebusuyi J.K.	""
FISHG	Fisher	Fisher G.L.	""
POOSB	Poosen	Poosen B.	http://www.wikidata.org/entity/Q47115928
DWAREN	de Wilde$Arends	de Wilde J.J.F.E. & Arends J.C.	""
HAMEP	Hamerlinck	Hamerlinck P.	""
WSTPE	Westphal	Westphal E.	https://www.ipni.org/ipni/idAuthorSearch.do?id=11594-1
BRKJJ	Barkman	Barkman J.J.	https://www.ipni.org/ipni/idAuthorSearch.do?id=31330-1
CASAB	Casaseca	Casaseca B.	https://www.ipni.org/ipni/idAuthorSearch.do?id=16958-1
P104	Patermotti	Patermotti	""
P094	Paul$Schoenau	Paul A. & Schoenau V.	""
UTGE01	Utgenannt$Schmula	Utgenannt A. & Schmula S.	""
SEAGS	Seagrief	Seagrief S.C.	http://viaf.org/viaf/91525756
MATOW	Maton	Maton W.G.	http://viaf.org/viaf/7263562
ZNVJS	Zaneveld	Zaneveld J.S.	""
MNJKH	Manjakahery	Manjakahery N. H.	""
V220	Villette	Villette J.	""
DITT	Dittrich	Dittrich	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/bacfa18e-97af-44aa-a0a4-a65fd8284c86
BAMPPMATOC	Bamps$Matos	Bamps P. & Matos C.	""
RRRT	Ratovoson$Randriantafika$Rakotondrajaona	Ratovoson, Fidy, Randriantafika F. & Rakotondrajaona R.	""
MILL02	Miller$Randrianasolo	Miller J.S. & Randrianasolo A.	""
BFDWLA	Breteler$de Wilde$Leeuwenberg	Breteler F.J., de Wilde J.J.F.E. & Leeuwenberg A.J.M.	""
KLUNL	Klungness	Klungness L.M.	""
CPEPHW	Coppejans$Prud'homme van Reine	Coppejans E. & Prud'homme van Reine W.	""
BODYH	Body	Body H.	""
VANH1	Vanhelmont	Vanhelmont	""
FRANH	Frankehäuser	Frankehäuser H.	""
NEUMG	von Neumayer	Neumayer G.	""
FKYSC	Fukaya	Fukaya S.	""
FRIEN	Friesen	Friesen N.	""
GUEM01	Güemes$Paura$Pérez$Soriano$Manso$Crespo	Güemes J., Paura B., Pérez R., Soriano P., Manso M. & Crespo M.	""
STYLSN	Steyermark$Liesner	Steyermark J.A. & Liesner R.L.	""
W761	Warnstorf	Warnstorf Carl	http://viaf.org/viaf/59166152
ADL1	de Lassus	Lassus A.	""
BILLLEON	Billiet$Léonard	Billiet F. & Léonard J.	""
GUIL11	Guilhot	Guilhot	""
I999	Issén	Issén P.A.	""
SILV01	Silván$Olano	Silván F. & Olano J.	""
F034	Fook	Fook	""
D065	Dufour	Dufour C.	""
MHORB	Mhoro	Mhoro E.B.	""
SIMM01	Simmons$Möller	Simmons H. & Möller H.	""
ASCHA	Aschenborn	Aschenborn A.	""
KERGERJ	Kerger	Kerger J.	""
BITSI	Bitsindou	Bitsindou I.	""
MAMU	Da-Musa Masens	Da-Musa Masens B.Y.	""
NICOD1	Nicolle	Nicolle D.J.	""
E030	Eyssartier	Eyssartier G.	""
E029	Eliasson	Eliasson A.G.	""
K046	Kotschy	Kotschy T.	""
BOLSL	Bols	Bols L.	""
BOND1	Bond	Bond	""
RONBI1	Robinson	Robinson G.R.	""
GIORL	Giordano	Giordano L.C.	""
RSA	Radcliffe-Smith	Radcliffe-Smith A.	""
WILDJTADDE	de Wilde$Taddesse	de Wilde J.J.F.E. & Taddesse E.	""
CPTOND	Cooper$Tonduz	Cooper J. J. & Tonduz Ad.	""
BOWBJ	Bowbrick	Bowbrick J.M.	""
LWSWH	Lewis	Lewis W.H.	""
BLAC02	Blackmore$Brummitt$Banda	Blackmore S., Brummitt R.K. & Banda E.A.K.	""
ANDEJENS	Andersen$Jensen	Andersen J.S. & Jensen	""
DVL	Del Vitto	Del Vitto Luis A.	""
SCHRR	Schreiter	Schreiter Rodolfo	""
L053	Lundqvist	Lundqvist N.G.	""
HANKT	Hankinson	Hankinson T.	""
BOUCC	Boucher	Boucher C.	""
AUBEA	Aubert	Aubert A.	""
KANTVI01	Kantvilas	G. Kantvilas	""
BLANA	Blanc	Blanc A.	""
G007	Grilli	Grilli E.	https://www.ipni.org/ipni/idAuthorSearch.do?id=19640-1
MANNE	Mannet	Mannet	""
RHANG	Rouhan	Rouhan G.	""
MOSEC1	Moser	Moser C.	""
THGNCX	Genonceaux	Genonceaux Thomas	""
ELIAH	Elias	Elias	""
RAMOEDAN	Ramos$Edano	Ramos M. & Edano	""
RAIMMATO2	Raimundo$Matos$Figueira	Raimundo A.R.F., Matos C. & Figueira	""
SHMBH	Shimek	Shimek B.	http://viaf.org/viaf/83920663
HARDERZIMBALUWIIKANAWA	Harder$Zimba$Luwiika$Nawa	Harder D.K., Zimba N.B., Luwiika B. & Nawa M.M.	""
BRACF	Brachet	Brachet Flavien	""
CRTCH	Curtis	Curtis C.	""
LEVYP	Levy	Levy Paul	""
E023	Eliade	Eliade E.	""
NICO1	Nicolai	Nicolai	""
STEFE	Stefanescu	Stefanescu E.	""
SELN1	Selniek	Selniek	""
NOACK	Noack	Noack M.	""
GDWNJ	Goodwin	Goodwin J.	""
SIMO02	Simon$Ngoni	Simon B.K. & Ngoni J.F.	""
BECKA	Becker	Becker A.K.	""
LEWIG	Lewis	Lewis G.P.	""
ALVAJ	Alvarez	Alvarez J.R.	""
L004	Lawton	Lawton R.M.	""
MUMIP	Mumiukka	Mumiukka P.	""
SEME1	Semeki	Semeki	""
MRNNJ	Mornand	Mornand J.	https://www.ipni.org/ipni/idAuthorSearch.do?id=23649-1
LAWRE0	Lawrey	Lawrey J. D.	""
T204	Le Thomas	Le Thomas A.	""
TRICH	Trichies	Trichies G.	""
ANDELASK	Anderson$Laskowski	Anderson W.R. & Laskowski C.W.	""
BROUA	Brouwer	Brouwer A.	""
HUETA	Huet	Huet A.L.P.	https://www.ipni.org/ipni/idAuthorSearch.do?id=14036-1
PTQFJ	Pietquin	Pietquin F.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/cb48695f-9213-474d-a859-55ca43019c43
DESO	Dessein$Sonké	Dessein S. & Sonké B.	""
G022	Goldner$Goldner	Goldner L.C. & de Goldner A.F.	""
PNY01	Peney	Peney	""
FRII02	Friis$Michelsen$Demissew	Friis I., Michelsen A. & Demissew S.	""
IRWSANT	Irwin$Sousa$Reis Dos Santos	Irwin H. S., Sousa R. & Reis Dos Santos R.	""
S073	Snowdon	Snowdon J.D.	https://www.ipni.org/ipni/idAuthorSearch.do?id=9843-1
R973	Richter	Richter P.	""
SAUV01	Sauvageau	Sauvageau C.	""
KOTO01	Kotozafy$Rasabo$Ratalata	Kotozafy A., Rasabo P. & Ratalata F.	""
JFFTG	Jefford	Jefford T.G.	""
MLVRN	Melville	Melville Ron.	http://viaf.org/viaf/56763961
DCSJS	Decaisne	Decaisne J.	https://www.ipni.org/ipni/idAuthorSearch.do?id=2063-1
BARBN	Barbier	Barbier N.	""
JENH	Jensen	Jensen Hjalmar	""
ULEE	Ule	Ule E.	https://viaf.org/viaf/77353387/
L094	Loitlesberger	Loitlesberger C.	""
BURTJ	Burtt-Davy	Burtt-Davy J.	https://viaf.org/viaf/435149366550785602846/
ARCHM	Archbold	Archbold M.E.	""
BOUDG	Boudet	Boudet G.	""
ARCGV	Arcangeli	Arcangeli G.	""
HMNCL	Hemingway	Hemingway C.	""
H303	Harrington	Harrington A J	""
J973	Jacobson	Jacobson E.	""
P101	Panzara	Panzara Z.	""
P091	Poelt	Poelt J.	""
L077	Lindig	Lindig A.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/a82fc971-114a-40b5-acd3-f2a0b4279c2e
KINGA	King	King A.E.	""
DS1	De Saint-Aubin	De Saint-Aubin	""
ANDEB	Anderson	Anderson B.	""
SABATIERMOL	Sabatier$Molino	Sabatier D. & Molino J.-F.	""
JUBBR	Jubb	Jubb R.A.	""
J980	Jones	Jones D.A.	https://www.ipni.org/ipni/idAuthorSearch.do?id=21045-1
LUQU02	Luque$Valdés	Luque T. & Valdés B.	""
D157	De Bruyckere	De Bruyckere R.	""
CRTTB	Croat	Croat T.	""
RBRAR	Rabevohitra	Rabevohitra R.	""
V099	Vitikainen	Vitikainen O.	""
SABAPREV	Sabatier$Prevost	Sabatier D.R.L. & Prevost M.-F.	""
U999	Upreti	Upreti D.K.	""
QDLB	Auquier$Duvigneaud$Lambinon	Auquier, P., Duvigneaud J. & Lambinon J.	""
D012	Dennis	Dennis R.W.G.	""
HILLE	Hill	Hill E.J.	""
MUENR	Muencke	Muencke Robert J.	""
D965	De Bock	De Bock T.	""
NTJBS	Norton	Norton J.B.S.	http://viaf.org/viaf/267070684
MLAN01	Mlangwa$Gereau$Gobbo$Kindeketa	Mlangwa J.A., Gereau R.E., Gobbo G. & Kindeketa W.	""
MCKE	MacKee	MacKee H.S.	""
RBJDD	Rabe	Rabe J.D.	""
OLOWJ	Olowokudejo	Olowokudejo J.	""
PARLJ	Parlin	Parlin J.C.	""
B177	Blonski	Blonski F.K.	""
BUT001	Buter	Buter C.	""
NRMEM	Norman	Norman E.M.	""
GILLJ3	Gillet	Gillet Justin	https://viaf.org/viaf/282241033/
MWNZG	Mwanza	Mwanza Z.	""
MATHL	Mathonnet	Mathonnet L.	""
MWIGA1	Mwiga$Gobbo	Mwiga G.T. & Gobbo G.	""
C205	Carter	Carter S.	""
ARENJC	Arends	Arends J.C.	""
WLMNG	Williamson	Williamson G.	""
STEI01	Steinberg$Ricceri	Steinberg C. & Ricceri C.	""
L059	Leslie	Leslie N.H.	""
KDMNC	Koedam	Koedam N.	""
EXELMEND1	Exell$Mendonça$Wild	Exell A.W., Mendonça F.A. & Wild H.	""
L060	Lam$Meeuse	Lam H.J. & Meeuse A.D.J.	""
JACOM	Jacobsz	Jacobsz M.L.	""
GREG1	Gregoire	Gregoire	""
GAMIPAUC	Gamir$Pau	Gamir A. & Pau C.	""
WINKM	Winkler	Winkler M.	https://www.ipni.org/ipni/idAuthorSearch.do?id=13020-1
BRRMR	Borremans	Borremans M.	""
DPUY04	Du Puy$Du Puy$Carlson$Andrianantiana	Du Puy B., Du Puy D., Carlson B. & Andrianantiana J.	""
ROBBROBB	Robb$Robb	Robb & Robb	""
MIZUM	Mizushima	Mizushima Masami	""
J044	Jacobs	Jacobs G.	""
VICTB	Victoor	Victoor B.	""
RENAL	Renard	Renard L.	""
BARBW	Barbey	Barbey W.	https://www.ipni.org/ipni/idAuthorSearch.do?id=12337-1
DUQUS	Duquet	Duquet Samuel	""
IBART	Ibarrola	Ibarrola Tito S.	""
R789	Ruthe	Ruthe J.G.R.	http://viaf.org/viaf/32778011
Q001	Quick	Quick C.R.	""
BRINE	Brink	Brink E.	""
M511	Mansion	Mansion A.	https://www.ipni.org/ipni/idAuthorSearch.do?id=22873-1
ARWJO	Ariwaodo	Ariwaodo J.O.	""
BAMAMA	Bamps$Martins$Maia	Bamps P., Martins S. & Maia	""
HUMB1	Humboldt	Humboldt F.W.H.A.	""
RAOR	Rao	Rao R.S.	""
GLUCH	Glück	Glück H.	""
M265	Malcom	Malcom W.	""
E047	Eldridge	Eldridge D. J.	""
GRSJN	Grosjean	L. Grosjean	""
BIL1	Billy	Billy F.	""
GRDHM	Gardner	Gardner H.M.	""
LESCE	Lescrauwaet	Lescrauwaet E.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/f0acc6f3-1e1a-4699-a2b8-a47015d726bb
THIED	Thienpont	Thienpont D.	""
SAGOP1	Sagot	Sagot P.-A.	https://viaf.org/viaf/74102729/
SKRIV	Skrivánek	Skrivánek V.	""
B003	Berman$Mulleavy	Berman R. & Mulleavy P.	""
A013	Antonin	Antonin V.	https://viaf.org/viaf/10014719/
R005	Rechinger	Rechinger K.H.	""
PKVDB	Pauly$Van den Bergh	Pauly K. & Van Den Bergh S.	""
LILIEN	Lilienfeldówna	Lilienfeldówna F.	""
COULJ	Coulter	Coulter J.M.	""
SANGR	Sangster	Sangster R.G.	""
LACHMA	Lachmann	Lachmann A.	https://www.ipni.org/ipni/idAuthorSearch.do?id=21943-1
SMTCH	Smith	Smith C.E.	""
MRCT	Mair$Constable	Mair H.K. & Constable E.F.	""
GDDNEMPB	Dauby$Nguema$Mounoumoulossi$Bissimou	Dauby G., Nguema D., Mounoumoulossi E. & Bissimou P.	""
CRRRW	Carroll	Carroll R.W.	http://www.wikidata.org/entity/Q62990245
RUIZ1	Ruiz	Ruiz	""
DVDOL	Davidsson	Davidsson O.	""
GABRJ	Gabriëls	Gabriëls J.	""
SURCJ	Surcouf	Surcouf J.	""
VINCV	Vincent	Vincent V.	""
MARCPETR	Marcova$Petrova	Marcova M. & Petrova A.	""
ROJAT	Rojas	Rojas T.	https://www.ipni.org/ipni/idAuthorSearch.do?id=8544-1
SINGS1	Singhasthit	Singhasthit S.	""
E034	Enculescu	Enculescu P.	""
VINCJ	Vinck	Vinck J.	""
SCHRB	Schröder	Schröder B.	""
CHIYR	Chiyasa	Chiyasa R.	""
VGG	Van Gremberghe	Van Gremberghe G.C.	""
